Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2274704,22747,4,Male,5,Non-Saudi Non-Arab,with his mother,Child not at nursery,No License
2274705,22747,5,Female,1,Non-Saudi Non-Arab,Meh his mother,Child not at nursery,No License
2284001,22840,1,Male,65-74,Saudi,Yes,Retired,No License
2284002,22840,2,Female,55-64,Saudi,Friends / Family Visiting,House Person,No License
2284003,22840,3,Female,25-34,Saudi,Yes,Unemployed,No License
2257201,22572,1,Male,43,Saudi,Yes,Full Time Employed,Car Only
2257202,22572,2,Female,38,Saudi,Yes,House Person,Car Only
2257203,22572,3,Male,14,Saudi,Yes,Student - Primary School,No License
2257204,22572,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2135701,21357,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2135702,21357,2,Female,34-44,Saudi,housewife,Unemployed,No License
2135703,21357,3,Male,20,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2135704,21357,4,Female,15,Saudi,Dead week in the study,Student - Primary School,No License
2287101,22871,1,Male,43,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2287102,22871,2,Female,40,Non-Saudi Non-Arab,Yes,House Person,No License
2457001,24570,1,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2457002,24570,2,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2457003,24570,3,Male,25-34,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2357501,23575,1,Male,36,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2357502,23575,2,Female,33,Non-Saudi Arab,Yes,Unemployed,No License
2357503,23575,3,Female,4,Non-Saudi Arab,child not in foster care,Child not at nursery,No License
2357504,23575,4,Male,2,Non-Saudi Arab,no,Child not at nursery,No License
2249201,22492,1,Male,50,Saudi,Yes,Full Time Employed,Car Only
2249202,22492,2,Female,47,Saudi,illness,House Person,No License
2249203,22492,3,Male,24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2249204,22492,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2106201,21062,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2106202,21062,2,Male,40,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2235201,22352,1,Male,45,Saudi,Yes,Full Time Employed,Car Only
2235202,22352,2,Female,40,Saudi,Yes,House Person,Car Only
2235203,22352,3,Female,75,Saudi,Yes,House Person,No License
2235204,22352,4,Male,16,Saudi,Yes,Student - Secondary School,No License
2235205,22352,5,Male,13,Saudi,Yes,Student - Primary School,No License
2418101,24181,1,Female,55-64,Saudi,Yes,Retired,Car Only
2418102,24181,2,Female,55-64,Saudi,nothing,House Person,No License
2418103,24181,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2390701,23907,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2390702,23907,2,Female,44,Saudi,Housewife,House Person,No License
2390703,23907,3,Male,21,Saudi,Yes,Full Time Employed,Car Only
2390704,23907,4,Female,17,Saudi,Yes,Student - Secondary School,No License
2390705,23907,5,Female,14,Saudi,Yes,Student - Primary School,No License
2390706,23907,6,Male,11,Saudi,Yes,Student - Elementary School,No License
2390707,23907,7,Female,7,Saudi,Yes,Student - Elementary School,No License
2224401,22244,1,Female,52,Saudi,For a reason to get out,Unemployed,No License
2224402,22244,2,Male,30,Saudi,Yes,Full Time Employed,Car Only
2224403,22244,3,Male,20,Saudi,sick,Unemployed,No License
2544501,25445,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2544502,25445,2,Female,32,Saudi,homework,Unemployed,No License
2544503,25445,3,Female,13,Saudi,Yes,Student - Primary School,No License
2544504,25445,4,Female,12,Saudi,Yes,Student - Elementary School,No License
2544505,25445,5,Male,5,Saudi,No reason to get out,Child not at nursery,No License
2321501,23215,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2321502,23215,2,Female,25-34,Non-Saudi Arab,Yes,House Person,No License
2321503,23215,3,Female,18-24,Non-Saudi Arab,Friends / Family Visiting,Unemployed,No License
2321504,23215,4,Male,Dec-15,Non-Saudi Arab,Yes,Student - Primary School,No License
2321505,23215,5,Male,<=5,Non-Saudi Arab,no,Child not at nursery,No License
2125801,21258,1,Male,40,Saudi,Yes,Unemployed,Car Only
2125802,21258,2,Female,39,Saudi,Visiting relatives and friends,House Person,No License
2125803,21258,3,Male,15,Saudi,Deputy and there is no motive,Student - Primary School,No License
2125804,21258,4,Male,12,Saudi,There are no Thursday hours,Student - Elementary School,No License
2125805,21258,5,Female,7,Saudi,School Holiday,Student - Elementary School,No License
2332501,23325,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2332502,23325,2,Female,38,Saudi,Yes,House Person,No License
2332503,23325,3,Female,20,Saudi,Yes,Unemployed,No License
2332504,23325,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2332505,23325,5,Male,8,Saudi,Yes,Student - Elementary School,No License
2344001,23440,1,Male,45,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2344002,23440,2,Female,37,Saudi,Yes,Full Time Employed,No License
2344003,23440,3,Female,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2284301,22843,1,Female,25-34,Saudi,Yes,Unemployed,Car Only
2284302,22843,2,Female,<=5,Saudi,no,Child not at nursery,No License
2284303,22843,3,Male,<=5,Saudi,baby,Child not at nursery,No License
2475201,24752,1,Male,55-64,Saudi,Yes,Retired,Car Only
2475202,24752,2,Female,45-54,Saudi,Yes,House Person,No License
2475203,24752,3,Female,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2508501,25085,1,Male,65,Saudi,Yes,Retired,Car Only
2508502,25085,2,Female,62,Saudi,Yes,House Person,Car Only
2508503,25085,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2508504,25085,4,Male,27,Saudi,Yes,Full Time Employed,Car Only
2508505,25085,5,Female,34,Saudi,Yes,Full Time Employed,Car Only
2393201,23932,1,Male,53,Saudi,Yes,Retired,Car Only
2393202,23932,2,Female,55,Saudi,Yes,House Person,No License
2393203,23932,3,Female,23,Saudi,There is no desire to go out,Unemployed,Car Only
2393204,23932,4,Female,21,Saudi,Yes,Full Time Employed,No License
2393205,23932,5,Male,20,Saudi,Yes,Full Time Employed,Car Only
2393206,23932,6,Female,16,Saudi,Yes,Student - Secondary School,No License
2358001,23580,1,Male,42,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2358002,23580,2,Female,40,Non-Saudi Non-Arab,Don't want to go out,House Person,No License
2358003,23580,3,Female,14,Non-Saudi Non-Arab,Yes,Student - Primary School,No License
2358004,23580,4,Female,12,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2482401,24824,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2482402,24824,2,Female,34-44,Saudi,Yes,House Person,Car Only
2482403,24824,3,Male,<=5,Saudi,child,Child not at nursery,No License
2448201,24482,1,Male,39,Saudi,Yes,Full Time Employed,Car Only
2448202,24482,2,Male,8,Saudi,nothing,Student - Elementary School,No License
2224701,22247,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2224702,22247,2,Female,31,Saudi,It has no exit,Self-Employed (own business),No License
2224703,22247,3,Male,1,Saudi,For a reason to get out,Child not at nursery,No License
2125901,21259,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2125902,21259,2,Female,36,Saudi,Yes,House Person,No License
2125903,21259,3,Male,13,Saudi,Yes,Student - Primary School,No License
2073901,20739,1,Male,55,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2073902,20739,2,Female,45-54,Non-Saudi Arab,No reason to get out,House Person,No License
2073903,20739,3,Male,27,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2073904,20739,4,Male,22,Saudi,Yes,Unemployed,Car Only
2357401,23574,1,Male,35,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2357402,23574,2,Male,30,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2357403,23574,3,Male,25,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2457301,24573,1,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2457302,24573,2,Female,34-44,Non-Saudi Non-Arab,Yes,House Person,No License
2457303,24573,3,Male,18-24,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2457304,24573,4,Female,<=5,Non-Saudi Non-Arab,A child in the nursery,Child not at nursery,No License
2475301,24753,1,Male,65-74,Saudi,Yes,Retired,Car Only
2475302,24753,2,Female,55-64,Saudi,Yes,Retired,No License
2475303,24753,3,Male,25-34,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2475304,24753,4,Female,18-24,Saudi,Yes,Student - College: Full-Time (does not work),No License
2093301,20933,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2093302,20933,2,Female,25-34,Saudi,Yes,Unemployed,Car Only
2093303,20933,3,Male,6,Saudi,Yes,Student - Elementary School,No License
2335101,23351,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car and Motorcycle
2335102,23351,2,Female,25-34,Non-Saudi Arab,Yes,House Person,Car and Motorcycle
2105501,21055,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2105502,21055,2,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2393301,23933,1,Male,33,Saudi,Yes,Full Time Employed,Car Only
2393302,23933,2,Female,29,Saudi,Yes,House Person,Car Only
2393303,23933,3,Male,4,Saudi,no,Child not at nursery,No License
2185001,21850,1,Male,50,Saudi,Yes,Full Time Employed,Car Only
2185002,21850,2,Female,45,Saudi,Yes,House Person,No License
2185003,21850,3,Female,26,Saudi,Unemployed,House Person,No License
2185004,21850,4,Female,20,Saudi,Yes,Unemployed,No License
2185005,21850,5,Female,15,Saudi,Yes,Student - Primary School,No License
2321101,23211,1,Male,31,Saudi,Yes,Full Time Employed,Car Only
2321102,23211,2,Female,27,Saudi,Yes,Unemployed,No License
2321103,23211,3,Female,3,Saudi,no,Child not at nursery,No License
2321104,23211,4,Male,1,Saudi,no,Child not at nursery,No License
2390401,23904,1,Male,38,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2390402,23904,2,Female,67,Non-Saudi Non-Arab,Housewife,House Person,No License
2390403,23904,3,Male,26,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2390404,23904,4,Female,23,Non-Saudi Non-Arab,Housewife,House Person,No License
2390405,23904,5,Female,22,Non-Saudi Non-Arab,someone at home,House Person,No License
2358101,23581,1,Male,29,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2358102,23581,2,Female,46,Non-Saudi Arab,Yes,House Person,No License
2135801,21358,1,Male,58,Saudi,Yes,Retired,Car Only
2135802,21358,2,Female,54,Saudi,Housewife,Unemployed,No License
2135803,21358,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2135804,21358,4,Male,28,Saudi,Yes,Full Time Employed,Car Only
2125701,21257,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2125702,21257,2,Female,36,Saudi,Yes,House Person,No License
2287401,22874,1,Male,42,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2287402,22874,2,Female,38,Non-Saudi Non-Arab,Yes,House Person,No License
2508601,25086,1,Male,46,Saudi,Yes,Full Time Employed,Car Only
2508602,25086,2,Female,40,Saudi,Yes,House Person,Car Only
2508603,25086,3,Male,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2508604,25086,4,Male,19,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2418201,24182,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2418202,24182,2,Female,34-44,Saudi,nothing,House Person,No License
2418203,24182,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2418204,24182,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2418205,24182,5,Male,<=5,Saudi,no,Child not at nursery,No License
2457201,24572,1,Male,45-54,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2429701,24297,1,Male,39,Saudi,Yes,Unemployed,Car Only
2429702,24297,2,Female,34-44,Saudi,nothing,House Person,No License
2429703,24297,3,Male,9,Saudi,Yes,Student - Elementary School,No License
2225301,22253,1,Male,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2225302,22253,2,Female,44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2225303,22253,3,Male,9,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2225304,22253,4,Female,6,Non-Saudi Non-Arab,Yes,Student - Elementary School,No License
2409501,24095,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2409502,24095,2,Female,25-34,Saudi,Yes,Unemployed,No License
2409503,24095,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2105601,21056,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2357301,23573,1,Male,36,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2357302,23573,2,Female,30,Non-Saudi Non-Arab,Yes,Unemployed,No License
2357303,23573,3,Male,4,Non-Saudi Non-Arab,Yes,Child not at nursery,No License
2535601,25356,1,Male,33,Saudi,Yes,Full Time Employed,Car Only
2535602,25356,2,Female,28,Saudi,Yes,Full Time Employed,No License
2535603,25356,3,Male,4,Saudi,nothing,Child not at nursery,No License
2265801,22658,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2265802,22658,2,Female,34-44,Saudi,Yes,Unemployed,No License
2265803,22658,3,Male,9,Saudi,Yes,Student - Elementary School,No License
2265804,22658,4,Female,7,Saudi,Yes,Student - Elementary School,No License
2358201,23582,1,Male,46,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2358202,23582,2,Female,35,Non-Saudi Non-Arab,Yes,House Person,No License
2126001,21260,1,Male,37,Saudi,Hot and cold,Full Time Employed,Car Only
2126002,21260,2,Female,35,Saudi,with his wife,House Person,No License
2126003,21260,3,Male,13,Saudi,Yes,Student - Primary School,No License
2126004,21260,4,Female,9,Saudi,Yes,Student - Elementary School,No License
2274601,22746,1,Male,50,Saudi,Yes,Full Time Employed,Car Only
2274602,22746,2,Female,38,Saudi,Yes,Full Time Employed,Car Only
2274603,22746,3,Female,19,Saudi,Vacation,Student - College: Full-Time (does not work),No License
2274604,22746,4,Male,24,Saudi,Yes,Unemployed,Car Only
2274605,22746,5,Male,5,Saudi,no,Child not at nursery,No License
2284101,22841,1,Male,75+,Non-Saudi Arab,sick,Unemployed,No License
2284102,22841,2,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2284103,22841,3,Female,65-74,Non-Saudi Arab,Difficulty in transportation,Unemployed,Car Only
2284104,22841,4,Female,25-34,Non-Saudi Arab,Yes,Unemployed,No License
2284105,22841,5,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,No License
2344301,23443,1,Male,60,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2344302,23443,2,Female,58,Non-Saudi Arab,Yes,House Person,No License
2344303,23443,3,Female,35,Non-Saudi Non-Arab,Yes,House Person,No License
2344304,23443,4,Female,25,Non-Saudi Non-Arab,Yes,House Person,No License
2542901,25429,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2542902,25429,2,Female,35,Saudi,Yes,Full Time Employed,Car Only
2542903,25429,3,Female,11,Saudi,Yes,Student - Elementary School,No License
2542904,25429,4,Female,4,Saudi,baby girl,Child not at nursery,No License
2542905,25429,5,Female,4,Saudi,baby girl,Child not at nursery,No License
2135901,21359,1,Male,47,Saudi,Yes,Full Time Employed,Car Only
2135902,21359,2,Female,45,Saudi,housewife,Unemployed,No License
2135903,21359,3,Male,14,Saudi,Dead week in the study,Student - Primary School,No License
2135904,21359,4,Female,6,Saudi,Kindergarten finishes,Student - Elementary School,No License
2135905,21359,5,Female,2,Saudi,his baby boy,Child not at nursery,No License
2126101,21261,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2126102,21261,2,Female,26,Saudi,Yes,House Person,Car Only
2039801,20398,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2039802,20398,2,Female,65-74,Saudi,Yes,House Person,No License
2375701,23757,1,Male,60,Saudi,Yes,Retired,Car Only
2375702,23757,2,Female,74,Saudi,someone sick,House Person,No License
2375703,23757,3,Female,23,Non-Saudi Non-Arab,Accompanying a sick person at home,Full Time Employed,No License
2093501,20935,1,Male,55,Saudi,Yes,Retired,Car Only
2093502,20935,2,Female,52,Saudi,Yes,Unemployed,No License
2093503,20935,3,Female,30,Saudi,Yes,Unemployed,Car Only
2093504,20935,4,Male,32,Saudi,Yes,Full Time Employed,Car Only
2093505,20935,5,Male,17,Saudi,Yes,Student - Secondary School,No License
2257301,22573,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2257302,22573,2,Female,58,Saudi,Yes,House Person,No License
2257303,22573,3,Female,30,Saudi,There is no reason,House Person,No License
2257304,22573,4,Female,35,Saudi,Yes,Unemployed,No License
2257305,22573,5,Male,29,Saudi,Yes,Unemployed,Car Only
2287501,22875,1,Male,46,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2287502,22875,2,Female,44,Non-Saudi Arab,Yes,House Person,No License
2510801,25108,1,Male,65,Saudi,Yes,Retired,Car Only
2510802,25108,2,Female,54,Saudi,Yes,House Person,No License
2510803,25108,3,Female,27,Saudi,Yes,Unemployed,Car Only
2510804,25108,4,Female,22,Saudi,Yes,Student - University: Full-Time (does not work),No License
2510805,25108,5,Female,29,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2105701,21057,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2105702,21057,2,Male,38,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2105703,21057,3,Male,30,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2121401,21214,1,Male,50,Saudi,Yes,Retired,Car Only
2121402,21214,2,Female,41,Saudi,Yes,Full Time Employed,Car Only
2121403,21214,3,Male,23,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2121404,21214,4,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2121405,21214,5,Male,18,Saudi,Yes,Student - University: Full-Time (does not work),No License
2121406,21214,6,Male,15,Saudi,Yes,Student - Primary School,No License
2121407,21214,7,Female,11,Saudi,Yes,Student - Elementary School,No License
2121408,21214,8,Female,11,Saudi,Yes,Student - Elementary School,No License
2121409,21214,9,Female,9,Saudi,Yes,Student - Elementary School,No License
2535701,25357,1,Male,53,Saudi,Yes,Retired,Car Only
2535702,25357,2,Female,47,Saudi,she did not go out,House Person,No License
2535703,25357,3,Male,24,Saudi,Yes,Full Time Employed,Car Only
2535704,25357,4,Female,4,Saudi,child,Child not at nursery,No License
2535705,25357,5,Male,14,Saudi,Yes,Student - Primary School,No License
2443001,24430,1,Male,67,Saudi,Yes,Retired,Car Only
2443002,24430,2,Female,57,Saudi,housewife,Unemployed,No License
2443003,24430,3,Male,37,Saudi,Yes,Full Time Employed,Car Only
2443004,24430,4,Male,23,Saudi,Yes,Unemployed,Car Only
2443005,24430,5,Male,19,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2443006,24430,6,Female,40,Saudi,Yes,Full Time Employed,No License
2443007,24430,7,Female,24,Saudi,P home,Unemployed,No License
2545601,25456,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2545602,25456,2,Female,25-34,Saudi,Yes,House Person,Car Only
2545603,25456,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2545604,25456,4,Female,<=5,Saudi,child,Child not at nursery,No License
2154701,21547,1,Male,45-54,Saudi,Yes,Retired,Car Only
2154702,21547,2,Female,34-44,Saudi,Yes,House Person,No License
2154703,21547,3,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2154704,21547,4,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),No License
2390301,23903,1,Female,55,Saudi,raised his family,Unemployed,No License
2390302,23903,2,Male,27,Saudi,Yes,Full Time Employed,Car Only
2390303,23903,3,Female,23,Saudi,Housewife,Unemployed,Car Only
2390304,23903,4,Male,20,Saudi,Yes,Unemployed,Car Only
2357201,23572,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2357202,23572,2,Female,30,Saudi,Yes,Unemployed,No License
2357203,23572,3,Male,3,Saudi,Yes,Child not at nursery,No License
2409301,24093,1,Male,25-34,Non-Saudi Non-Arab,Yes,Part Time Work (<5 hours a day),Car Only
2409302,24093,2,Female,25-34,Non-Saudi Non-Arab,Yes,Unemployed,No License
2409303,24093,3,Male,<=5,Non-Saudi Non-Arab,Yes,Child at nursery,No License
2265901,22659,1,Male,34,Saudi,Yes,Full Time Employed,Car Only
2265902,22659,2,Female,52,Saudi,Yes,Unemployed,No License
2265903,22659,3,Male,26,Saudi,Yes,Full Time Employed,Car Only
2185601,21856,1,Male,52,Saudi,Yes,Retired,Car Only
2185602,21856,2,Female,49,Saudi,Do not go out,House Person,Car Only
2185603,21856,3,Female,19,Saudi,Yes,House Person,Car Only
2185604,21856,4,Female,17,Saudi,Yes,Student - Secondary School,No License
2185605,21856,5,Female,16,Saudi,Yes,Student - Secondary School,No License
2185606,21856,6,Male,11,Saudi,Yes,Student - Elementary School,No License
2320801,23208,1,Male,63,Saudi,old age,Retired,Car Only
2320802,23208,2,Female,60,Saudi,Home Errands,House Person,No License
2320803,23208,3,Female,30,Saudi,Home Errands,House Person,No License
2320804,23208,4,Female,28,Saudi,Yes,Full Time Employed,Car Only
2320805,23208,5,Female,27,Saudi,Yes,Full Time Employed,Car Only
2320806,23208,6,Female,25,Saudi,Home Errands,House Person,No License
2320807,23208,7,Male,23,Saudi,Yes,Full Time Employed,Car Only
2320808,23208,8,Male,20,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2320809,23208,9,Male,13,Saudi,Yes,Student - Primary School,No License
2454501,24545,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2454502,24545,2,Female,18-24,Saudi,Yes,House Person,No License
2454503,24545,3,Male,<=5,Saudi,Baby not in the nursery,Child not at nursery,No License
2508701,25087,1,Male,63,Saudi,Yes,Retired,Car Only
2508702,25087,2,Female,56,Saudi,Yes,House Person,Car Only
2508703,25087,3,Male,33,Saudi,Yes,Full Time Employed,Car Only
2508704,25087,4,Male,38,Saudi,Yes,Full Time Employed,Car Only
2508705,25087,5,Female,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2321701,23217,1,Male,55-64,Saudi,Yes,Retired,Car Only
2321702,23217,2,Female,55-64,Saudi,Yes,House Person,No License
2321703,23217,3,Male,36,Saudi,Yes,Full Time Employed,Car Only
2321704,23217,4,Female,30,Saudi,Home Errands,Unemployed,No License
2321705,23217,5,Female,25-34,Saudi,Yes,Unemployed,Car Only
2105901,21059,1,Male,30,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2225201,22252,1,Male,31,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2225202,22252,2,Female,26,Non-Saudi Arab,There is no reason to go out,Unemployed,No License
2225203,22252,3,Male,1,Non-Saudi Arab,A baby has no reason to go out,Child not at nursery,No License
2072701,20727,1,Male,49,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2072702,20727,2,Female,50,Non-Saudi Arab,Yes,House Person,No License
2072703,20727,3,Male,26,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2072704,20727,4,Female,17,Non-Saudi Arab,Yes,Student - Secondary School,No License
2303101,23031,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2303102,23031,2,Female,75,Saudi,homework,Unemployed,No License
2303103,23031,3,Female,65,Saudi,homework,Unemployed,No License
2535801,25358,1,Female,58,Saudi,Yes,House Person,No License
2535802,25358,2,Male,24,Saudi,Yes,Full Time Employed,No License
2535803,25358,3,Male,19,Saudi,I didn't go out,Unemployed,No License
2535804,25358,4,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2535805,25358,5,Male,22,Saudi,Yes,Full Time Employed,Car Only
2039701,20397,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2390801,23908,1,Male,32,Saudi,Yes,Full Time Employed,Car Only
2390802,23908,2,Female,34,Saudi,Housewife,House Person,No License
2390803,23908,3,Female,9,Saudi,Yes,Student - Elementary School,No License
2390804,23908,4,Male,6,Saudi,Yes,Student - Elementary School,No License
2390805,23908,5,Male,3,Saudi,child,Child not at nursery,No License
2335201,23352,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2335202,23352,2,Female,25-34,Saudi,Yes,Unemployed,Car Only
2335203,23352,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2335204,23352,4,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2335205,23352,5,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2335206,23352,6,Male,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2483301,24833,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2483302,24833,2,Female,34-44,Saudi,Yes,House Person,No License
2483303,24833,3,Male,<=5,Saudi,There is no reason,Child not at nursery,No License
2154801,21548,1,Male,55-64,Saudi,Yes,Refused to Answer,Car Only
2154802,21548,2,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2344501,23445,1,Male,39,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2344502,23445,2,Female,32,Saudi,Yes,Full Time Employed,No License
2320701,23207,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2320702,23207,2,Female,37,Saudi,Yes,Full Time Employed,No License
2320703,23207,3,Male,12,Saudi,Yes,Student - Elementary School,No License
2320704,23207,4,Male,9,Saudi,Yes,Student - Elementary School,No License
2044001,20440,1,Female,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2044002,20440,2,Female,29,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2044003,20440,3,Male,25,Non-Saudi Non-Arab,Yes,Unemployed,No License
2136001,21360,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
2136002,21360,2,Female,25,Saudi,Yes,Unemployed,No License
2136003,21360,3,Male,2,Saudi,baby,Child not at nursery,No License
2393401,23934,1,Male,32,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2393402,23934,2,Female,28,Non-Saudi Arab,Yes,House Person,No License
2393403,23934,3,Male,1,Non-Saudi Arab,no,Child not at nursery,No License
2443101,24431,1,Male,35,Saudi,Yes,Full Time Employed,Car Only
2443102,24431,2,Female,32,Saudi,housewife,Unemployed,No License
2443103,24431,3,Male,6,Saudi,Yes,Student - Elementary School,No License
2443104,24431,4,Female,10,Saudi,Yes,Student - Elementary School,No License
2266001,22660,1,Male,52,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2266002,22660,2,Female,41,Saudi,Yes,Unemployed,No License
2266003,22660,3,Male,12,Non-Saudi Arab,Yes,Student - Elementary School,No License
2266004,22660,4,Female,8,Non-Saudi Arab,Yes,Student - Elementary School,No License
2356501,23565,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2356502,23565,2,Female,30,Non-Saudi Arab,Yes,Unemployed,No License
2418401,24184,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2418402,24184,2,Female,34-44,Saudi,nothing,House Person,No License
2418403,24184,3,Male,18-24,Saudi,nothing,Unemployed,No License
2418404,24184,4,Female,<=5,Saudi,nothing,Child not at nursery,No License
2183801,21838,1,Male,64,Saudi,Yes,House Person,No License
2183802,21838,2,Female,59,Saudi,She is old,House Person,No License
2510001,25100,1,Male,30,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2510002,25100,2,Female,25,Non-Saudi Arab,Yes,House Person,No License
2510003,25100,3,Female,2,Non-Saudi Arab,no,Child not at nursery,No License
2308901,23089,1,Male,29,Saudi,Yes,Full Time Employed,Car Only
